Polymer Number,Reaction number,Polymer solubility in dichloro methane at a concentration of 40 mg/mL at room temperature,Physical state of the polymer determined by visual observation and polarized microscope analysis,Degradable,Monomer 1,Monomer 1 SMILES,Monomer 2,Monomer 2 SMILES,SMILES,Mn (kDa),Mw (kDa),D,"Monomer 1:
Monomer 2 (mole basis)",BigSMILES,Method Key
299,299,yes,crystalline,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"1,4-Butanediol",OCCCCO,"C(=O)CCCCCC(=O)OCCCCO
",11.7,37.81,3.23,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCCCO[>][]
}",M25
300,300,yes,crystalline,yes,Succinic acid,OC(=O)CCC(=O)O,ethylene glycol,OCCO,C(=O)CCC(=O)OCCO,,,,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCO[>][]}",M25
302,302,yes,crystalline,yes,Succinic acid,OC(=O)CCC(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)CCC(=O)OCCCCCCCCCCO,17.9,49.25,2.75,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCCCCCCCC O[>][]}",M25
303,303,yes,crystalline,no,Succinic acid,OC(=O)CCC(=O)O,"1,3-Propanediol",OCCCO,C(=O)CCC(=O)OCCCO,5.35,8.5,1.59,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCO[>][]}",M25
304,304,yes,crystalline,yes,Succinic acid,OC(=O)CCC(=O)O,"1,4-Butanediol",OCCCCO,C(=O)CCC(=O)OCCCCO,,,,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCCO[>][]}",M25
305,305,yes,crystalline,no,Succinic acid,OC(=O)CCC(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)CCC(=O)OCCCCCO,12.13,52.16,4.3,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCCCO[>][]}",M25
306,306,yes,crystalline,yes,Succinic acid,OC(=O)CCC(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)CCC(=O)OCCCCCCO,13.67,38.96,2.85,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCCCCO[>][]}",M25
307,307,yes,fluid,no,Succinic acid,OC(=O)CCC(=O)O,"2,5-
hexanediol(+isomers)",OC(C)CCC(C)O,C(=O)CCC(=O)OC(C)CCC(C)O,,,,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OC(C)CCC(C)O[>] []}",M25
308,308,yes,fluid,no,Succinic acid,OC(=O)CCC(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,"C(=O)CCC(=O)OCCC(C)CCO
",7.35,27.46,3.74,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCC(C)CCO[>][]
}",M25
309,309,yes,crystalline,yes,Succinic acid,OC(=O)CCC(=O)O,"1,7-heptanediol",OCCCCCCCO,"C(=O)CCC(=O)OCCCCCCCO
",14.85,45.93,3.09,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCCCCCO[>][]
}",M25
310,310,yes,crystalline,yes,Succinic acid,OC(=O)CCC(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)CCC(=O)OCCCCCCCCO,14.14,40.09,2.84,1:01,"{[][<]C(=O)CCC(=O)[<],[>]OCCCCCCCCO[>] []}",M25
311,311,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,ethylene glycol,OCCO,C(=O)CCCC(=O)OCCO,5.6,9.44,1.68,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCO[>][]}",M25
312,312,yes,crystalline,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)CCCC(=O)OCCCCCCCCCCO,13.96,37.78,2.71,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCCCCCC CO[>][]}",M25
313,313,yes,crystalline,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)CCCCCCCC(=O)OCCCCCCCCO,14.67,60.83,4.15,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCCCCC CCCO[>][]}",M25
314,314,yes,crystalline,no,glutaric acid,OC(=O)CCCC(=O)O,"1,3-Propanediol",OCCCO,C(=O)CCCC(=O)OCCCO,6.41,11.98,1.87,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCO[>][]}",M25
315,315,yes,crystalline,no,glutaric acid,OC(=O)CCCC(=O)O,"1,4-Butanediol",OCCCCO,C(=O)CCCC(=O)OCCCCO,4.58,13.2,2.88,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCO[>][]}",M25
316,316,yes,glassy,no,glutaric acid,OC(=O)CCCC(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)CCCC(=O)OCCCCCO,6.57,20.15,3.07,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCCO[>][]}",M25
317,317,yes,crystalline,no,glutaric acid,OC(=O)CCCC(=O)O,"1,6-Hexanediol",OCCCCCCO,"C(=O)CCCC(=O)OCCCCCCO
",12.71,33.62,2.65,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCCCO[>][]
}",M25
318,318,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,C(=O)CCCC(=O)OCCC(C)CCO,5.64,15.5,2.75,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCC(C)CCO[>] []}",M25
319,319,yes,crystalline,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,7-heptanediol",OCCCCCCCO,C(=O)CCCC(=O)OCCCCCCCO,9.66,32.56,3.37,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCCCCO[>] []}",M25
320,320,yes,crystalline,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,8-octanediol",OCCCCCCCCO,"C(=O)CCCC(=O)OCCCCCCCCO
",9.8,49.39,5.04,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCCCCCO[
>][]}",M25
321,321,yes,crystalline,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)CCCC(=O)OCCCCCCCCCO,14.95,58.88,3.94,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCCCCCCCCC O[>][]}",M25
322,322,yes,crystalline,no,Adipic acid,OC(=O)CCCCC(=O)O,ethylene glycol,OCCO,C(=O)CCCCC(=O)OCCO,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCO[>][]}",M25
323,323,yes,crystalline,yes,Adipic acid,OC(=O)CCCCC(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)CCCCC(=O)OCCCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCCCCC CCO[>][]}",M25
324,324,yes,crystalline,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)CCCCCCCC(=O)OCCCCCCCCCO,25.36,102.9,4.06,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCCCCC CCCCO[>][]}",M25
325,325,yes,crystalline,no,Adipic acid,OC(=O)CCCCC(=O)O,"1,3-Propanediol",OCCCO,C(=O)CCCCC(=O)OCCCO,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCO[>][]}",M25
326,326,yes,crystalline,no,Adipic acid,OC(=O)CCCCC(=O)O,"1,4-Butanediol",OCCCCO,C(=O)CCCCC(=O)OCCCCO,3.6,7.86,2.19,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCO[>][]}",M25
327,327,no,solid,no,Adipic acid,OC(=O)CCCCC(=O)O,"1,5-pentanediol",OCCCCCO,"C(=O)CCCCC(=O)OCCCCCO
",,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCCO[>][]
}",M25
328,328,yes,crystalline,yes,Adipic acid,OC(=O)CCCCC(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)CCCCC(=O)OCCCCCCO,8.25,44.5,5.39,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCCCO[>] []}",M25
329,329,yes,fluid,yes,Adipic acid,OC(=O)CCCCC(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,"C(=O)CCCCC(=O)OCCC(C)CCO
",,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCC(C)CCO[
>][]}",M25
330,330,yes,crystalline,yes,Adipic acid,OC(=O)CCCCC(=O)O,"1,7-heptanediol",OCCCCCCCO,"C(=O)CCCCC(=O)OCCCCCCCO
",,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCCCCO[
>][]}",M25
331,331,yes,crystalline,yes,Adipic acid,OC(=O)CCCCC(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)CCCCC(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCCCCC O[>][]}",M25
332,332,no,solid,yes,Adipic acid,OC(=O)CCCCC(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)CCCCC(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCC(=O)[<],[>]OCCCCCCCC CO[>][]}",M25
333,333,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,ethylene glycol,OCCO,C(=O)c(ccc1)cc1C(=O)OCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCO[>][]}",M25
334,334,yes,crystalline,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)c(ccc1)cc1C(=O)OCCCCCCCCCCO,4.09,9.09,2.22,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCCC CCCCO[>][]}",M25
335,335,yes,glassy,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,2-Propanediol",OCC(C)O,"C(=O)c(ccc1)cc1C(=O)OCC(C)O
",6,12.8,2.13,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(C)O[
>][]}",M25
336,336,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,3-Propanediol",OCCCO,"C(=O)c(ccc1)cc1C(=O)OCCCO
",,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCO[>][
]}",M25
337,337,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,4-Butanediol",OCCCCO,"C(=O)c(ccc1)cc1C(=O)OCCCCO
",,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCO[
>][]}",M25
338,338,yes,crystalline,no,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)c(ccc1)cc1C(=O)OCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCCO [>][]}",M25
339,339,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)c(ccc1)cc1C(=O)OCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCCC O[>][]}",M25
340,340,yes,fluid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,C(=O)c(ccc1)cc1C(=O)OCCC(C)CCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCC(C)C CO[>][]}",M25
341,341,yes,glassy,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,7-heptanediol",OCCCCCCCO,C(=O)c(ccc1)cc1C(=O)OCCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCCC CO[>][]}",M25
342,342,yes,crystalline,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)c(ccc1)cc1C(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCCC CCO[>][]}",M25
343,343,yes,crystalline,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)c(ccc1)cc1C(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCCCCCC CCCO[>][]}",M25
344,344,yes,crystalline,yes,Terephthaloyl Chloride,[Cl]C(=O)c1ccc(cc1)C(=O)[Cl],"1,2-Propanediol",OCC(C)O,"C(=O)c1ccc(cc1)C(=O)OCC(C)O
",7.56,19.29,2.55,1:01,"{[][<]C(=O)c1ccc(cc1)C(=O)[<],[>]OCC(C)O[
>][]}",M31
345,345,yes,crystalline,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)C(CC1)CCC1C(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCC(C) (C)C(C(C)C)O[>][]}",M1
346,346,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,2-Propanediol",OCC(C)O,"C(=O)c(ccc1)cc1C(=O)OCC(C)O
",,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(C)O[
>][]}",M18
347,347,yes,crystalline,yes,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)CN(C)CC(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OCC(C)(C)C( C(C)C)O[>][]}",M11
348,348,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC
C(C)(C)C(C(C)C)O[>][]}",M11
349,349,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,4-Butanediol",OCCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCCO[>][]}",M12
350,350,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)CSCC(=O)OCCCCCO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCCCCCO[>][]}",M12
351,351,no,solid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)C(CC1)CCC1C(=O)OCCCCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCCC CO[>][]}",M12
352,352,yes,fluid,no,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)CN(C)CC(=O)OCCCCCO,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OCCCCCO[>] []}",M12
353,353,no,solid,no,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCCCO[>][]}",M12
354,354,no,solid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)C(CC1)CCC1C(=O)OCCCCCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCCC CCO[>][]}",M12
355,355,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCCCCO[>][]}",M12
356,356,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"2,3-Butanediol",OC(C)C(C)O,C(=O)c(ccc1)cc1C(=O)OC(C)C(C)O,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OC(C)C(C) O[>][]}",M18
357,357,no,solid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,7-heptanediol",OCCCCCCCO,C(=O)C(CC1)CCC1C(=O)OCCCCCCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCCC CCCO[>][]}",M12
358,358,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,7-heptanediol",OCCCCCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCCCCCO[>][]}",M12
359,359,no,solid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)C(CC1)CCC1C(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCCC CCCCO[>][]}",M12
360,360,yes,fluid,no,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)CN(C)CC(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OCCCCCCC CO[>][]}",M12
361,361,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCCCCCCO[>][]}",M12
362,362,yes,glassy,no,glutaric acid,OC(=O)CCCC(=O)O,"1,4-cyclohexanedimethanol",OCC(CC1)CCC1CO,C(=O)CCCC(=O)OCC(CC1)CCC1CO,6.73,9.01,1.34,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(CC1)CCC1 CO[>][]}",M12
363,363,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,4-cyclohexanedimethanol",OCC(CC1)CCC1CO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(CC1)CCC1CO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC C(CC1)CCC1CO[>][]}",M12
364,364,yes,crystalline,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)CSCC(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCCCCCCCCC O[>][]}",M12
365,365,yes,fluid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)C(CC1)CCC1C(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCCC CCCCCO[>][]}",M12
366,366,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)c(ccc1)cc1C(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OC(CC1)C CC1O[>][]}",M18
367,367,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCCCCCCCO[>][]}",M12
368,368,no,solid,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"1,10-decanediol",OCCCCCCCCCCO,C(=O)CCCCCC(=O)OCCCCCCCCCCO,6.07,10.76,1.77,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCCCCCC CCCO[>][]}",M12
369,369,yes,crystalline,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)CCCCCCCCC(=O)OCC(C)CO,2.51,4.27,1.7,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(C) CO[>][]}",M8
370,370,yes,fluid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)CCCCCCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OC(CC1) CCC1C(C)(C)C(CC2)CCC2O[>][]}",M8
371,371,yes,fluid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)CCCCCCCCC(=O)OCC(C)(C)C(C(C)C)O,2.59,4.1,1.58,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(C)( C)C(C(C)C)O[>][]}",M8
372,372,yes,crystalline,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,4-Butanediol",OCCCCO,C(=O)CCCCCCCCC(=O)OCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC O[>][]}",M20
373,373,no,solid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)CCCCCCCCC(=O)OCCCCCO,4.04,7.6,1.88,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC CO[>][]}",M8
374,374,yes,glassy,no,pimelic acid,OC(=O)CCCCCC(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)CCCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OC(CC1)CCC 1C(C)(C)C(CC2)CCC2O[>][]}",M13
375,375,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)CCCC(=O)OCC(C)CO,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(C)CO[>][]}",M3
376,376,yes,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)CCCCCCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,6.98,8.54,1.22,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OC(CC1)C CC1C(C)(C)C(CC2)CCC2O[>][]}",M13
377,377,yes,fluid,no,pimelic acid,OC(=O)CCCCCC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)CCCCCC(=O)OCC(C)(C)C(C(C)C)O,6.81,8.13,1.2,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(C)(C)C( C(C)C)O[>][]}",M13
378,378,yes,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)CCCCCCCC(=O)OCC(C)(C)C(C(C)C)O,6.78,8.14,1.2,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(C)(C
)C(C(C)C)O[>][]}",M13
379,379,yes,crystalline,no,pimelic acid,OC(=O)CCCCCC(=O)O,"1,6-Hexanediol",OCCCCCCO,"C(=O)CCCCCC(=O)OCCCCCCO
",,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCCCCCO[
>][]}",M13
380,380,yes,crystalline,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)CCCCCCCC(=O)OCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCCCCC CO[>][]}",M13
381,381,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)CCCCCCCCC(=O)OCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC CCO[>][]}",M13
382,382,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,7-heptanediol",OCCCCCCCO,C(=O)CCCCCCCCC(=O)OCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC CCCO[>][]}",M13
383,383,yes,crystalline,no,pimelic acid,OC(=O)CCCCCC(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)CCCCCC(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCCCCCCC CO[>][]}",M13
384,384,yes,fluid,no,pimelic acid,OC(=O)CCCCCC(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,C(=O)CCCCCC(=O)OCC(C)CO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(C)CO[>] []}",M3
385,385,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)CCCCCCCCC(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCC CCCCO[>][]}",M13
386,386,yes,glassy,no,pimelic acid,OC(=O)CCCCCC(=O)O,"1,4-cyclohexanedimethanol",OCC(CC1)CCC1CO,C(=O)CCCCCC(=O)OCC(CC1)CCC1CO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(CC1)CC C1CO[>][]}",M13
387,387,yes,crystalline,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,4-cyclohexanedimethanol",OCC(CC1)CCC1CO,C(=O)CCCCCCCC(=O)OCC(CC1)CCC1CO,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(CC1) CCC1CO[>][]}",M13
